make,model,year,category,body_type,transmission,fuel_type,engine,mileage,seats,location,sale_price
Suzuki,Swift,2021,Hatchback,Hatchback,Automatic,Petrol,1.3L,71394,5,Karachi,2280000
Suzuki,Mehran,2026,Economy,Hatchback,Manual,Petrol,800cc,2468,4,Faisalabad,1510000
Suzuki,Wagon R,2025,Hatchback,Hatchback,Manual,Petrol,1.0L,0,5,Multan,2300000
Toyota,Yaris,2024,Sedan,Sedan,Automatic,Petrol,1.3L,19168,5,Peshawar,4270000
Toyota,Corolla,2017,Sedan,Sedan,Manual,Petrol,1.8L,106462,5,Rawalpindi,2240000
Suzuki,Mehran,2024,Economy,Hatchback,Manual,Petrol,800cc,14049,4,Islamabad,1285000
Honda,Vezel,2016,Hybrid,SUV,Manual,Hybrid,1.5L Hybrid,135128,5,Peshawar,2175000
Suzuki,APV,2008,Van,Van,Manual,Petrol,1.5L,195724,8,Multan,630000
Toyota,Yaris,2025,Sedan,Sedan,Automatic,Petrol,1.5L,7328,5,Karachi,5335000
KIA,Sportage,2024,SUV,SUV,Manual,Petrol,2.0L,27369,5,Quetta,6010000
Honda,City,2018,Sedan,Sedan,Automatic,Petrol,1.2L,84719,5,Faisalabad,2065000
Suzuki,APV,2017,Van,Van,Automatic,Petrol,1.5L,97712,8,Karachi,1685000
Toyota,Prius,2024,Hybrid,Hatchback,Automatic,Hybrid,1.8L Hybrid,19035,5,Multan,5815000
Toyota,Prius,2021,Hybrid,Hatchback,Automatic,Hybrid,1.8L Hybrid,58916,5,Islamabad,3455000
Honda,Vezel,2018,Hybrid,SUV,Automatic,Hybrid,1.5L Hybrid,64696,5,Quetta,3205000
Honda,BR-V,2025,Family,SUV,Manual,Petrol,1.5L,0,7,Islamabad,5750000
Suzuki,Alto,2025,Economy,Hatchback,Manual,Petrol,660cc,7174,4,Lahore,2455000
Honda,Vezel,2022,Hybrid,SUV,Manual,Hybrid,1.5L Hybrid,46407,5,Rawalpindi,5515000
Suzuki,Alto,2012,Economy,Hatchback,Manual,Petrol,1.0L,168070,4,Multan,370000
Toyota,Land Cruiser,2021,Luxury,SUV,Manual,Petrol,3.5L,55792,7,Quetta,18980000
Suzuki,APV,2009,Van,Van,Manual,Petrol,1.5L,190527,8,Quetta,705000
Toyota,Land Cruiser,2014,Luxury,SUV,Automatic,Petrol,3.5L,151619,7,Karachi,7800000
Suzuki,Cultus,2020,Hatchback,Hatchback,Automatic,Petrol,1.0L,63677,5,Faisalabad,1495000
Daihatsu,Mira,2014,Economy,Hatchback,Manual,Petrol,660cc,150054,4,Quetta,530000
Honda,Civic,2019,Sedan,Sedan,Automatic,Petrol,1.8L,82889,5,Lahore,3750000
Suzuki,Mehran,2014,Economy,Hatchback,Manual,Petrol,800cc,158938,4,Faisalabad,310000
Toyota,Land Cruiser,2018,Luxury,SUV,Automatic,Petrol,3.5L,72184,7,Faisalabad,14360000
Toyota,Fortuner,2018,SUV,SUV,Manual,Petrol,2.8L,96542,7,Faisalabad,5795000
Suzuki,Alto,2026,Economy,Hatchback,Automatic,Petrol,1.0L,0,4,Islamabad,2975000
Toyota,Corolla,2020,Sedan,Sedan,Automatic,Petrol,1.8L,65193,5,Lahore,3175000
Suzuki,APV,2016,Van,Van,Manual,Petrol,1.5L,120881,8,Rawalpindi,1300000
Honda,BR-V,2020,Family,SUV,Automatic,Petrol,1.5L,79855,7,Multan,2905000
Suzuki,Swift,2025,Hatchback,Hatchback,Automatic,Petrol,1.3L,13866,5,Lahore,3930000
Honda,City,2020,Sedan,Sedan,Manual,Petrol,1.5L,55815,5,Quetta,2595000
KIA,Sportage,2024,SUV,SUV,Automatic,Petrol,2.0L,35569,5,Peshawar,6015000
Honda,BR-V,2017,Family,SUV,Automatic,Petrol,1.5L,120414,7,Multan,1975000
Suzuki,APV,2014,Van,Van,Manual,Petrol,1.5L,157612,8,Islamabad,1060000
KIA,Sportage,2023,SUV,SUV,Manual,Petrol,2.0L,53121,5,Islamabad,5830000
Honda,Civic,2024,Sedan,Sedan,Manual,Petrol,1.8L,34496,5,Multan,5995000
Toyota,Prius,2021,Hybrid,Hatchback,Automatic,Hybrid,1.8L Hybrid,74027,5,Peshawar,3190000
Suzuki,Cultus,2015,Hatchback,Hatchback,Manual,Petrol,1.0L,114088,5,Peshawar,780000
Toyota,Land Cruiser,2015,Luxury,SUV,Manual,Petrol,3.5L,103558,7,Lahore,9050000
Suzuki,Bolan,2012,Economy,Van,Automatic,Petrol,800cc,170295,8,Faisalabad,370000
Suzuki,Mehran,2007,Economy,Hatchback,Manual,Petrol,800cc,274357,4,Quetta,225000
Suzuki,APV,2014,Van,Van,Manual,Petrol,1.5L,138591,8,Rawalpindi,1100000
Suzuki,Bolan,2006,Economy,Van,Manual,Petrol,800cc,317657,8,Quetta,335000
Suzuki,Cultus,2016,Hatchback,Hatchback,Automatic,Petrol,1.0L,139253,5,Faisalabad,835000
Toyota,Prius,2022,Hybrid,Hatchback,Automatic,Hybrid,1.8L Hybrid,61980,5,Peshawar,3865000
Toyota,Land Cruiser,2017,Luxury,SUV,Automatic,Petrol,4.6L,120808,7,Peshawar,11010000
Toyota,Hilux,2018,Pickup,Pickup,Manual,Diesel,2.4L,97587,5,Islamabad,3400000
Suzuki,Swift,2021,Hatchback,Hatchback,Automatic,Petrol,1.3L,68254,5,Peshawar,2120000
Toyota,Fortuner,2020,SUV,SUV,Automatic,Petrol,2.7L,71584,7,Faisalabad,7140000
Suzuki,Mehran,2019,Economy,Hatchback,Automatic,Petrol,800cc,115808,4,Multan,620000
Suzuki,Wagon R,2022,Hatchback,Hatchback,Automatic,Petrol,1.0L,37236,5,Multan,1885000
Toyota,Fortuner,2020,SUV,SUV,Manual,Diesel,2.8L,93607,7,Karachi,6865000
KIA,Sportage,2023,SUV,SUV,Automatic,Petrol,2.0L,44676,5,Peshawar,4735000
Hyundai,Tucson,2026,SUV,SUV,Manual,Petrol,2.0L,2275,5,Karachi,8470000
Honda,Vezel,2020,Hybrid,SUV,Automatic,Hybrid,1.5L Hybrid,58372,5,Faisalabad,4150000
Honda,BR-V,2020,Family,SUV,Manual,Petrol,1.5L,81434,7,Faisalabad,2730000
Toyota,Yaris,2026,Sedan,Sedan,Automatic,Petrol,1.5L,11744,5,Quetta,4770000
Suzuki,APV,2025,Van,Van,Manual,Petrol,1.5L,15577,8,Lahore,4260000
Suzuki,Bolan,2024,Economy,Van,Automatic,Petrol,800cc,41470,8,Rawalpindi,1775000
Hyundai,Tucson,2025,SUV,SUV,Automatic,Petrol,2.0L,19510,5,Quetta,8195000
Toyota,Prius,2025,Hybrid,Hatchback,Automatic,Hybrid,1.8L Hybrid,19009,5,Multan,5905000
Suzuki,Bolan,2021,Economy,Van,Automatic,Petrol,800cc,54233,8,Islamabad,1125000
Hyundai,Tucson,2024,SUV,SUV,Manual,Petrol,2.0L,23635,5,Faisalabad,7550000
Suzuki,Mehran,2024,Economy,Hatchback,Automatic,Petrol,800cc,23185,4,Rawalpindi,1400000
Toyota,Hilux,2017,Pickup,Pickup,Manual,Diesel,2.4L,104618,5,Peshawar,2490000
Toyota,Prius,2015,Hybrid,Hatchback,Manual,Hybrid,1.8L Hybrid,113009,5,Lahore,1880000
Suzuki,APV,2021,Van,Van,Automatic,Petrol,1.5L,56231,8,Islamabad,2505000
Suzuki,Mehran,2015,Economy,Hatchback,Manual,Petrol,800cc,122038,4,Islamabad,385000
Toyota,Fortuner,2023,SUV,SUV,Automatic,Diesel,2.7L,30624,7,Karachi,11900000
Toyota,Corolla,2015,Sedan,Sedan,Automatic,Petrol,1.8L,168586,5,Islamabad,1830000
Honda,BR-V,2017,Family,SUV,Automatic,Petrol,1.5L,131691,7,Quetta,2080000
Toyota,Yaris,2026,Sedan,Sedan,Manual,Petrol,1.5L,0,5,Rawalpindi,4775000
Toyota,Corolla,2009,Sedan,Sedan,Automatic,Petrol,1.6L,229214,5,Rawalpindi,980000
Honda,BR-V,2019,Family,SUV,Automatic,Petrol,1.5L,70760,7,Quetta,3205000
Suzuki,Swift,2025,Hatchback,Hatchback,Automatic,Petrol,1.3L,0,5,Multan,4520000
Suzuki,Cultus,2013,Hatchback,Hatchback,Automatic,Petrol,1.0L,116208,5,Multan,675000
Toyota,Prius,2026,Hybrid,Hatchback,Automatic,Hybrid,1.8L Hybrid,0,5,Karachi,7050000
Toyota,Fortuner,2020,SUV,SUV,Manual,Petrol,2.7L,87556,7,Faisalabad,6310000
Hyundai,Tucson,2020,SUV,SUV,Manual,Petrol,2.0L,83175,5,Multan,4460000
Suzuki,Bolan,2005,Economy,Van,Manual,Petrol,800cc,292020,8,Faisalabad,335000
Suzuki,Alto,2012,Economy,Hatchback,Manual,Petrol,1.0L,214550,4,Rawalpindi,390000
KIA,Sportage,2024,SUV,SUV,Manual,Petrol,2.0L,41493,5,Karachi,5895000
KIA,Sportage,2019,SUV,SUV,Manual,Petrol,2.0L,85580,5,Faisalabad,3090000
Honda,Vezel,2025,Hybrid,SUV,Manual,Hybrid,1.5L Hybrid,27830,5,Islamabad,6985000
KIA,Sportage,2024,SUV,SUV,Automatic,Petrol,2.0L,31175,5,Rawalpindi,6725000
Toyota,Yaris,2026,Sedan,Sedan,Manual,Petrol,1.3L,0,5,Karachi,4595000
Suzuki,Swift,2025,Hatchback,Hatchback,Automatic,Petrol,1.3L,18806,5,Peshawar,3745000
Toyota,Yaris,2023,Sedan,Sedan,Automatic,Petrol,1.5L,41155,5,Peshawar,3185000
Honda,City,2024,Sedan,Sedan,Manual,Petrol,1.2L,20920,5,Lahore,4305000
Honda,BR-V,2024,Family,SUV,Automatic,Petrol,1.5L,29979,7,Lahore,5135000
Toyota,Hilux,2014,Pickup,Pickup,Automatic,Diesel,2.8L,191944,5,Islamabad,2185000
Suzuki,Mehran,2008,Economy,Hatchback,Manual,Petrol,800cc,215620,4,Peshawar,265000
Suzuki,Alto,2017,Economy,Hatchback,Automatic,Petrol,1.0L,113200,4,Karachi,855000
Toyota,Yaris,2020,Sedan,Sedan,Manual,Petrol,1.5L,82227,5,Lahore,2340000
Suzuki,Cultus,2015,Hatchback,Hatchback,Manual,Petrol,1.0L,106430,5,Rawalpindi,815000
Daihatsu,Mira,2023,Economy,Hatchback,Automatic,Petrol,660cc,33281,4,Peshawar,1805000
Toyota,Yaris,2024,Sedan,Sedan,Manual,Petrol,1.3L,27029,5,Lahore,4205000
Honda,Civic,2024,Sedan,Sedan,Automatic,Petrol,1.8L,33269,5,Peshawar,6470000
Suzuki,Mehran,2008,Economy,Hatchback,Automatic,Petrol,800cc,216366,4,Faisalabad,275000
Suzuki,APV,2022,Van,Van,Automatic,Petrol,1.5L,61229,8,Peshawar,2595000
Toyota,Hilux,2018,Pickup,Pickup,Automatic,Diesel,2.8L,89474,5,Karachi,4050000
Honda,BR-V,2018,Family,SUV,Automatic,Petrol,1.5L,87754,7,Rawalpindi,2525000
Honda,Vezel,2024,Hybrid,SUV,Manual,Hybrid,1.5L Hybrid,6217,5,Rawalpindi,7865000
Suzuki,Cultus,2025,Hatchback,Hatchback,Manual,Petrol,1.0L,26083,5,Islamabad,2575000
Honda,City,2021,Sedan,Sedan,Manual,Petrol,1.2L,53960,5,Islamabad,2885000
Toyota,Hilux,2026,Pickup,Pickup,Manual,Diesel,2.4L,3073,5,Karachi,9910000
Suzuki,Mehran,2025,Economy,Hatchback,Automatic,Petrol,800cc,19097,4,Peshawar,1405000
Suzuki,Alto,2020,Economy,Hatchback,Automatic,Petrol,660cc,66137,4,Quetta,1225000
Toyota,Yaris,2025,Sedan,Sedan,Automatic,Petrol,1.3L,28315,5,Peshawar,4630000
Suzuki,Cultus,2023,Hatchback,Hatchback,Manual,Petrol,1.0L,47006,5,Quetta,1815000
KIA,Sportage,2024,SUV,SUV,Automatic,Petrol,2.0L,21969,5,Faisalabad,6320000
Honda,Vezel,2024,Hybrid,SUV,Automatic,Hybrid,1.5L Hybrid,24258,5,Quetta,6540000
Toyota,Prius,2024,Hybrid,Hatchback,Manual,Hybrid,1.8L Hybrid,10008,5,Faisalabad,5745000
Honda,BR-V,2023,Family,SUV,Automatic,Petrol,1.5L,45095,7,Peshawar,4510000
Toyota,Corolla,2020,Sedan,Sedan,Manual,Petrol,1.3L,66374,5,Peshawar,3050000
Suzuki,Cultus,2017,Hatchback,Hatchback,Manual,Petrol,1.0L,130917,5,Islamabad,1010000
Suzuki,Wagon R,2026,Hatchback,Hatchback,Manual,Petrol,1.0L,17537,5,Quetta,2525000
Toyota,Land Cruiser,2015,Luxury,SUV,Manual,Petrol,3.5L,117390,7,Faisalabad,7770000
Suzuki,Mehran,2026,Economy,Hatchback,Automatic,Petrol,800cc,0,4,Karachi,1910000
Hyundai,Tucson,2026,SUV,SUV,Manual,Petrol,2.0L,0,5,Faisalabad,8890000
Suzuki,Mehran,2020,Economy,Hatchback,Automatic,Petrol,800cc,82353,4,Rawalpindi,765000
Suzuki,Bolan,2022,Economy,Van,Automatic,Petrol,800cc,55011,8,Faisalabad,1295000
Toyota,Hilux,2011,Pickup,Pickup,Manual,Diesel,2.4L,191005,5,Multan,1380000
Suzuki,Alto,2015,Economy,Hatchback,Automatic,Petrol,1.0L,129771,4,Multan,660000
Suzuki,Swift,2020,Hatchback,Hatchback,Automatic,Petrol,1.3L,71746,5,Quetta,1790000
Suzuki,Cultus,2026,Hatchback,Hatchback,Manual,Petrol,1.0L,7764,5,Islamabad,3445000
Suzuki,APV,2010,Van,Van,Automatic,Petrol,1.5L,228332,8,Peshawar,735000
Hyundai,Tucson,2022,SUV,SUV,Manual,Petrol,2.0L,25355,5,Karachi,6450000
Suzuki,Cultus,2018,Hatchback,Hatchback,Automatic,Petrol,1.0L,89455,5,Karachi,1350000
Suzuki,Bolan,2013,Economy,Van,Manual,Petrol,800cc,138793,8,Multan,400000
Toyota,Corolla,2025,Sedan,Sedan,Automatic,Petrol,1.3L,17379,5,Lahore,6255000
Toyota,Hilux,2021,Pickup,Pickup,Manual,Diesel,2.8L,64023,5,Islamabad,4855000
Daihatsu,Mira,2021,Economy,Hatchback,Automatic,Petrol,660cc,65139,4,Karachi,1430000
Daihatsu,Mira,2015,Economy,Hatchback,Manual,Petrol,660cc,119554,4,Peshawar,565000
Honda,BR-V,2021,Family,SUV,Automatic,Petrol,1.5L,83054,7,Faisalabad,3315000
Suzuki,Bolan,2019,Economy,Van,Manual,Petrol,800cc,84159,8,Faisalabad,805000
Suzuki,APV,2023,Van,Van,Manual,Petrol,1.5L,31285,8,Faisalabad,3130000
Suzuki,Bolan,2022,Economy,Van,Automatic,Petrol,800cc,54646,8,Multan,1415000
Toyota,Fortuner,2026,SUV,SUV,Automatic,Petrol,2.8L,2580,7,Faisalabad,15390000
Toyota,Yaris,2024,Sedan,Sedan,Automatic,Petrol,1.5L,19360,5,Quetta,4215000
Toyota,Land Cruiser,2022,Luxury,SUV,Manual,Petrol,3.5L,36725,7,Faisalabad,23480000
Suzuki,Mehran,2006,Economy,Hatchback,Manual,Petrol,800cc,215288,4,Rawalpindi,240000
KIA,Sportage,2021,SUV,SUV,Automatic,Petrol,2.0L,56564,5,Faisalabad,5015000
Suzuki,Wagon R,2014,Hatchback,Hatchback,Manual,Petrol,1.0L,134896,5,Karachi,600000
Suzuki,Wagon R,2016,Hatchback,Hatchback,Automatic,Petrol,1.0L,118228,5,Quetta,825000
Toyota,Yaris,2022,Sedan,Sedan,Automatic,Petrol,1.3L,33576,5,Lahore,3410000
Suzuki,Alto,2013,Economy,Hatchback,Manual,Petrol,660cc,146771,4,Multan,450000
Honda,City,2024,Sedan,Sedan,Manual,Petrol,1.5L,28589,5,Quetta,3860000
Toyota,Corolla,2012,Sedan,Sedan,Manual,Petrol,1.8L,151473,5,Karachi,1160000
Daihatsu,Mira,2022,Economy,Hatchback,Automatic,Petrol,660cc,49433,4,Faisalabad,1660000
Honda,Civic,2019,Sedan,Sedan,Automatic,Petrol,1.5L Turbo,84692,5,Faisalabad,3465000
Suzuki,Alto,2022,Economy,Hatchback,Automatic,Petrol,660cc,41029,4,Multan,1520000
Honda,City,2011,Sedan,Sedan,Manual,Petrol,1.2L,108286,5,Peshawar,800000
KIA,Sportage,2025,SUV,SUV,Manual,Petrol,2.0L,4090,5,Faisalabad,7165000
Hyundai,Tucson,2025,SUV,SUV,Manual,Petrol,2.0L,16616,5,Rawalpindi,7645000
Suzuki,APV,2026,Van,Van,Automatic,Petrol,1.5L,0,8,Islamabad,5285000
Toyota,Prius,2021,Hybrid,Hatchback,Automatic,Hybrid,1.8L Hybrid,50264,5,Islamabad,4095000
Toyota,Hilux,2019,Pickup,Pickup,Manual,Diesel,2.4L,62380,5,Faisalabad,3935000
Toyota,Hilux,2021,Pickup,Pickup,Automatic,Diesel,2.4L,59319,5,Faisalabad,4830000
Daihatsu,Mira,2021,Economy,Hatchback,Automatic,Petrol,660cc,56865,4,Islamabad,1280000
Suzuki,Alto,2013,Economy,Hatchback,Automatic,Petrol,1.0L,175299,4,Rawalpindi,470000
KIA,Sportage,2025,SUV,SUV,Automatic,Petrol,2.0L,20189,5,Quetta,7260000
Honda,City,2022,Sedan,Sedan,Manual,Petrol,1.5L,50466,5,Peshawar,2965000
Suzuki,Bolan,2023,Economy,Van,Automatic,Petrol,800cc,47869,8,Quetta,1535000
Honda,City,2010,Sedan,Sedan,Manual,Petrol,1.2L,204128,5,Islamabad,855000
Suzuki,Mehran,2023,Economy,Hatchback,Automatic,Petrol,800cc,40227,4,Multan,1190000
Toyota,Hilux,2012,Pickup,Pickup,Automatic,Diesel,2.4L,193318,5,Islamabad,1865000
Suzuki,Bolan,2011,Economy,Van,Manual,Petrol,800cc,181747,8,Quetta,305000
Toyota,Hilux,2014,Pickup,Pickup,Automatic,Diesel,2.4L,121317,5,Rawalpindi,2280000
Toyota,Hilux,2014,Pickup,Pickup,Automatic,Diesel,2.8L,142471,5,Karachi,2020000
Suzuki,Alto,2023,Economy,Hatchback,Automatic,Petrol,660cc,43468,4,Multan,1505000
Suzuki,Wagon R,2018,Hatchback,Hatchback,Automatic,Petrol,1.0L,104582,5,Quetta,1100000
Honda,City,2017,Sedan,Sedan,Automatic,Petrol,1.5L,98699,5,Lahore,1900000
KIA,Sportage,2020,SUV,SUV,Manual,Petrol,2.0L,86669,5,Peshawar,3490000
Suzuki,Cultus,2016,Hatchback,Hatchback,Automatic,Petrol,1.0L,116604,5,Lahore,935000
Toyota,Fortuner,2026,SUV,SUV,Automatic,Petrol,2.8L,13933,7,Multan,14355000
Honda,Civic,2019,Sedan,Sedan,Automatic,Petrol,1.5L Turbo,101756,5,Quetta,3495000
Honda,City,2013,Sedan,Sedan,Manual,Petrol,1.5L,121135,5,Quetta,1145000
Toyota,Prius,2021,Hybrid,Hatchback,Manual,Hybrid,1.8L Hybrid,60910,5,Peshawar,3225000
Honda,BR-V,2022,Family,SUV,Automatic,Petrol,1.5L,42082,7,Quetta,3785000
Toyota,Fortuner,2018,SUV,SUV,Manual,Diesel,2.8L,93017,7,Karachi,5785000
Toyota,Fortuner,2018,SUV,SUV,Automatic,Diesel,2.7L,73369,7,Islamabad,6325000
Suzuki,Alto,2013,Economy,Hatchback,Automatic,Petrol,1.0L,116561,4,Peshawar,455000
Toyota,Corolla,2021,Sedan,Sedan,Manual,Petrol,1.8L,70852,5,Lahore,3480000
Suzuki,Alto,2022,Economy,Hatchback,Automatic,Petrol,660cc,63078,4,Islamabad,1360000
Toyota,Prius,2017,Hybrid,Hatchback,Manual,Hybrid,1.8L Hybrid,110023,5,Peshawar,2105000
Suzuki,Wagon R,2016,Hatchback,Hatchback,Automatic,Petrol,1.0L,114314,5,Lahore,905000
KIA,Sportage,2021,SUV,SUV,Automatic,Petrol,2.0L,46487,5,Rawalpindi,4615000
Suzuki,Bolan,2017,Economy,Van,Automatic,Petrol,800cc,121754,8,Peshawar,730000
Suzuki,APV,2020,Van,Van,Manual,Petrol,1.5L,76400,8,Islamabad,2215000
Toyota,Yaris,2021,Sedan,Sedan,Manual,Petrol,1.5L,68765,5,Lahore,2620000
Suzuki,Alto,2020,Economy,Hatchback,Automatic,Petrol,1.0L,73184,4,Lahore,1155000
Toyota,Hilux,2020,Pickup,Pickup,Automatic,Diesel,2.4L,61750,5,Peshawar,5035000
Honda,Vezel,2025,Hybrid,SUV,Manual,Hybrid,1.5L Hybrid,12762,5,Multan,7840000
Honda,Vezel,2022,Hybrid,SUV,Manual,Hybrid,1.5L Hybrid,24559,5,Rawalpindi,5725000
Toyota,Hilux,2021,Pickup,Pickup,Automatic,Diesel,2.8L,37999,5,Islamabad,6120000
Hyundai,Tucson,2025,SUV,SUV,Manual,Petrol,2.0L,1193,5,Peshawar,8510000
Honda,City,2014,Sedan,Sedan,Automatic,Petrol,1.5L,144888,5,Quetta,1230000
Toyota,Hilux,2026,Pickup,Pickup,Manual,Diesel,2.4L,0,5,Lahore,10960000
Toyota,Prius,2021,Hybrid,Hatchback,Automatic,Hybrid,1.8L Hybrid,49470,5,Lahore,4030000
Honda,Vezel,2020,Hybrid,SUV,Manual,Hybrid,1.5L Hybrid,66107,5,Karachi,3995000
Suzuki,APV,2017,Van,Van,Manual,Petrol,1.5L,114903,8,Peshawar,1185000
Suzuki,Mehran,2017,Economy,Hatchback,Automatic,Petrol,800cc,82231,4,Multan,555000
Toyota,Hilux,2019,Pickup,Pickup,Automatic,Diesel,2.8L,74163,5,Rawalpindi,4215000
Toyota,Hilux,2012,Pickup,Pickup,Automatic,Diesel,2.8L,188405,5,Rawalpindi,1595000
Honda,Vezel,2026,Hybrid,SUV,Automatic,Hybrid,1.5L Hybrid,0,5,Karachi,9785000
Suzuki,Swift,2015,Hatchback,Hatchback,Manual,Petrol,1.3L,148435,5,Islamabad,1075000
Honda,BR-V,2023,Family,SUV,Manual,Petrol,1.5L,39000,7,Rawalpindi,4410000
Suzuki,APV,2016,Van,Van,Manual,Petrol,1.5L,129101,8,Quetta,1280000
Suzuki,Mehran,2014,Economy,Hatchback,Automatic,Petrol,800cc,120889,4,Karachi,400000
Suzuki,Mehran,2015,Economy,Hatchback,Automatic,Petrol,800cc,135199,4,Peshawar,430000
Toyota,Hilux,2012,Pickup,Pickup,Manual,Diesel,2.8L,198267,5,Faisalabad,1740000
Suzuki,APV,2019,Van,Van,Automatic,Petrol,1.5L,88197,8,Karachi,1995000
Honda,BR-V,2018,Family,SUV,Manual,Petrol,1.5L,88448,7,Faisalabad,2310000
Suzuki,Bolan,2020,Economy,Van,Manual,Petrol,800cc,81324,8,Islamabad,1025000
Suzuki,Swift,2024,Hatchback,Hatchback,Automatic,Petrol,1.3L,26475,5,Multan,3045000
Toyota,Prius,2010,Hybrid,Hatchback,Manual,Hybrid,1.8L Hybrid,193134,5,Peshawar,945000
Honda,Civic,2012,Sedan,Sedan,Automatic,Petrol,1.8L,138443,5,Faisalabad,1550000
Suzuki,Bolan,2010,Economy,Van,Automatic,Petrol,800cc,195271,8,Quetta,340000
Honda,City,2025,Sedan,Sedan,Manual,Petrol,1.5L,977,5,Peshawar,4315000
Toyota,Corolla,2025,Sedan,Sedan,Automatic,Petrol,1.3L,13479,5,Quetta,6305000
Toyota,Corolla,2019,Sedan,Sedan,Automatic,Petrol,1.3L,93962,5,Quetta,2615000
Honda,City,2017,Sedan,Sedan,Manual,Petrol,1.5L,81361,5,Multan,1805000
Suzuki,Mehran,2015,Economy,Hatchback,Manual,Petrol,800cc,114307,4,Lahore,430000
KIA,Sportage,2021,SUV,SUV,Automatic,Petrol,2.0L,55494,5,Quetta,4205000
Suzuki,Wagon R,2026,Hatchback,Hatchback,Automatic,Petrol,1.0L,0,5,Islamabad,2990000
Toyota,Fortuner,2025,SUV,SUV,Manual,Diesel,2.8L,0,7,Islamabad,15135000
KIA,Sportage,2023,SUV,SUV,Manual,Petrol,2.0L,37562,5,Quetta,5205000
Toyota,Land Cruiser,2013,Luxury,SUV,Automatic,Petrol,4.6L,145449,7,Islamabad,7260000
Toyota,Corolla,2022,Sedan,Sedan,Automatic,Petrol,1.3L,48406,5,Faisalabad,3990000
Suzuki,Alto,2016,Economy,Hatchback,Automatic,Petrol,1.0L,124427,4,Rawalpindi,695000
Toyota,Fortuner,2019,SUV,SUV,Manual,Diesel,2.8L,98502,7,Rawalpindi,6510000
Honda,Vezel,2015,Hybrid,SUV,Automatic,Hybrid,1.5L Hybrid,158071,5,Islamabad,2040000
Honda,Vezel,2016,Hybrid,SUV,Automatic,Hybrid,1.5L Hybrid,98568,5,Rawalpindi,2980000
Suzuki,Wagon R,2020,Hatchback,Hatchback,Automatic,Petrol,1.0L,86570,5,Islamabad,1355000
Daihatsu,Mira,2010,Economy,Hatchback,Manual,Petrol,660cc,170589,4,Multan,380000
Honda,Vezel,2022,Hybrid,SUV,Automatic,Hybrid,1.5L Hybrid,52454,5,Lahore,6020000
Honda,Civic,2021,Sedan,Sedan,Automatic,Petrol,1.8L,66853,5,Faisalabad,4675000
Daihatsu,Mira,2011,Economy,Hatchback,Automatic,Petrol,660cc,164873,4,Lahore,445000
Honda,Civic,2016,Sedan,Sedan,Automatic,Petrol,1.8L,137913,5,Quetta,2300000
Honda,City,2010,Sedan,Sedan,Manual,Petrol,1.5L,202874,5,Multan,855000
Toyota,Land Cruiser,2017,Luxury,SUV,Automatic,Petrol,3.5L,95001,7,Faisalabad,11825000
Toyota,Hilux,2023,Pickup,Pickup,Manual,Diesel,2.4L,32197,5,Islamabad,7345000
Suzuki,Wagon R,2015,Hatchback,Hatchback,Manual,Petrol,1.0L,149894,5,Peshawar,655000
Hyundai,Tucson,2020,SUV,SUV,Automatic,Petrol,2.0L,77838,5,Rawalpindi,4755000
Suzuki,Cultus,2013,Hatchback,Hatchback,Manual,Petrol,1.0L,141376,5,Rawalpindi,550000
Hyundai,Tucson,2023,SUV,SUV,Manual,Petrol,2.0L,39554,5,Rawalpindi,6025000
Suzuki,Cultus,2021,Hatchback,Hatchback,Manual,Petrol,1.0L,63633,5,Lahore,1565000
Toyota,Corolla,2025,Sedan,Sedan,Automatic,Petrol,1.6L,11756,5,Rawalpindi,6375000
Toyota,Prius,2016,Hybrid,Hatchback,Manual,Hybrid,1.8L Hybrid,137874,5,Karachi,1840000
Honda,Civic,2021,Sedan,Sedan,Manual,Petrol,1.5L Turbo,62066,5,Quetta,4270000
Daihatsu,Mira,2017,Economy,Hatchback,Automatic,Petrol,660cc,130233,4,Islamabad,840000
Honda,Vezel,2020,Hybrid,SUV,Manual,Hybrid,1.5L Hybrid,105833,5,Lahore,3910000
Daihatsu,Mira,2015,Economy,Hatchback,Manual,Petrol,660cc,134836,4,Karachi,695000
Honda,BR-V,2017,Family,SUV,Automatic,Petrol,1.5L,99435,7,Lahore,2145000
Suzuki,Mehran,2025,Economy,Hatchback,Manual,Petrol,800cc,6756,4,Rawalpindi,1440000
Suzuki,Mehran,2014,Economy,Hatchback,Manual,Petrol,800cc,148464,4,Rawalpindi,340000
Suzuki,Bolan,2025,Economy,Van,Automatic,Petrol,800cc,7290,8,Islamabad,2155000
Honda,Vezel,2018,Hybrid,SUV,Manual,Hybrid,1.5L Hybrid,86858,5,Lahore,2955000
Suzuki,APV,2024,Van,Van,Manual,Petrol,1.5L,16335,8,Quetta,3520000
Honda,City,2019,Sedan,Sedan,Automatic,Petrol,1.2L,77195,5,Peshawar,2245000
Daihatsu,Mira,2012,Economy,Hatchback,Manual,Petrol,660cc,178337,4,Faisalabad,410000
Suzuki,Mehran,2010,Economy,Hatchback,Manual,Petrol,800cc,158389,4,Multan,240000
Suzuki,Swift,2018,Hatchback,Hatchback,Manual,Petrol,1.3L,76943,5,Karachi,1525000
Toyota,Land Cruiser,2015,Luxury,SUV,Manual,Petrol,3.5L,141903,7,Rawalpindi,8520000
